DR_NO;Date Rptd;TIME OCC;AREA;AREA NAME;LOCATION;Vict Sex
241904585;01/17/2024 12:00:00 AM;1445;19;Mission    ;15300    RAYEN                        ST;F
231914347;09/19/2023 12:00:00 AM;1900;19;Mission    ;9200    VAN NUYS                     BL ;
231904059;01/03/2023 12:00:00 AM;1110;19;Mission    ;08400    VAN NUYS                     BL;M
231908527;04/26/2023 12:00:00 AM;1100;19;Mission    ;8800    WILLIS                       AV ;F
231916017;10/31/2023 12:00:00 AM;328;19;Mission    ;13500    FENTON                       AV;F
231911909;07/21/2023 12:00:00 AM;1200;19;Mission    ;GOLDEN STATE                 FY         ;M
231901044;12/20/2023 12:00:00 AM;100;19;Mission    ;7900    BRIMFIELD                    AV ;M
231912152;07/27/2023 12:00:00 AM;1200;19;Mission    ;12600    SAN FERNANDO                 RD;F
231911265;07/05/2023 12:00:00 AM;1440;19;Mission    ;SAN FERNANDO                 BL         ;F
231906890;03/13/2023 12:00:00 AM;1250;19;Mission    ;9000    WOODMAN                      AV ;M
231910224;06/07/2023 12:00:00 AM;1700;19;Mission    ;13400    MUSCATINE                    ST;M
231906759;03/09/2023 12:00:00 AM;1845;19;Mission    ;15000    RINALDI                      ST;
231916626;11/14/2023 12:00:00 AM;1120;19;Mission    ;11100    ALEMANY                      DR;M
231918306;12/28/2023 12:00:00 AM;1400;19;Mission    ;8500 N  SEPULVEDA                    BL ;
231907991;04/13/2023 12:00:00 AM;2200;19;Mission    ;8900    ORION                        AV ;F
231913299;08/23/2023 12:00:00 AM;1950;19;Mission    ;15300    NORDHOFF                     ST;M
231913752;09/05/2023 12:00:00 AM;1343;19;Mission    ;9000 N  SEPULVEDA                    BL ;M
231918217;12/25/2023 12:00:00 AM;1100;19;Mission    ;12800    ARROYO                       ST;F
231911599;07/13/2023 12:00:00 AM;130;19;Mission    ;8700    TOBIAS                       AV ;M
231916989;11/24/2023 12:00:00 AM;1700;19;Mission    ;GAVINA                       AV         ;M
231918174;12/24/2023 12:00:00 AM;130;19;Mission    ;13600    FOOTHILL                     BL;M
231914850;10/02/2023 12:00:00 AM;1600;19;Mission    ;14000    BALBOA                       BL;M
231906873;03/13/2023 12:00:00 AM;1115;19;Mission    ;13800    NURMI                        ST;M
231906239;02/22/2023 12:00:00 AM;700;19;Mission    ;LEMONA                       AV         ;M
231907148;03/20/2023 12:00:00 AM;2100;19;Mission    ;13100    BEAVER                       ST;M
231918071;12/21/2023 12:00:00 AM;1700;19;Mission    ;VAN NUYS                     BL         ;
231914650;09/26/2023 12:00:00 AM;821;19;Mission    ;8800    WILLIS                       AV ;F
231906262;02/22/2023 12:00:00 AM;530;19;Mission    ;14600    COBALT                       ST;
231904411;01/11/2023 12:00:00 AM;930;19;Mission    ;7800    GREENBUSH                    AV ;M
231913070;08/21/2023 12:00:00 AM;2130;19;Mission    ;13000    TELFAIR                      AV;
231918269;12/26/2023 12:00:00 AM;1400;19;Mission    ;8400    ORION                        AV ;F
231904047;01/01/2023 12:00:00 AM;1530;19;Mission    ;VAN NUYS                     BL         ;M
231912855;08/15/2023 12:00:00 AM;800;19;Mission    ;15400    GLENOAKS                     BL;M
231908133;04/17/2023 12:00:00 AM;200;19;Mission    ;13500    FELLOWS                      AV;
231906256;02/22/2023 12:00:00 AM;440;19;Mission    ;8800    TOBIAS                       AV ;F
231906864;03/13/2023 12:00:00 AM;215;19;Mission    ;15500    NORDHOFF                     ST;M
231906248;02/22/2023 12:00:00 AM;1900;19;Mission    ;14400    PLUMMER                      ST;M
231918273;12/27/2023 12:00:00 AM;2300;19;Mission    ;15000    RINALDI                      ST;F
231911727;07/17/2023 12:00:00 AM;2355;19;Mission    ;15200    WILLARD                      ST;M
231906125;02/21/2023 12:00:00 AM;2200;19;Mission    ;12900    DRONFIELD                    AV;F
231917622;12/09/2023 12:00:00 AM;1210;19;Mission    ;13600    ALMETZ                       ST;M
231913609;09/01/2023 12:00:00 AM;2305;19;Mission    ;15200    NURMI                        ST;X
231913125;08/22/2023 12:00:00 AM;2020;19;Mission    ;13400    AZORES                       AV;M
231904746;01/19/2023 12:00:00 AM;2055;19;Mission    ;8400    WILLIS                       AV ;F
231915337;10/15/2023 12:00:00 AM;1300;19;Mission    ;9000    VAN NUYS                     BL ;F
231909035;05/09/2023 12:00:00 AM;1455;19;Mission    ;11200    BARTEE                       AV;M
231916338;11/08/2023 12:00:00 AM;1200;19;Mission    ;16200    FILBERT                      ST;
231916967;11/23/2023 12:00:00 AM;330;19;Mission    ;13700    DE FOE                       AV;
231904543;01/14/2023 12:00:00 AM;705;19;Mission    ;15000    LASSEN                       ST;M
231904437;01/11/2023 12:00:00 AM;445;19;Mission    ;9000    TOBIAS                       AV ;F
231916653;11/15/2023 12:00:00 AM;1945;19;Mission    ;9700    WOODMAN                      AV ;F
231911987;07/22/2023 12:00:00 AM;1010;19;Mission    ;14000    HUBBARD                      ST;M
231900848;07/24/2023 12:00:00 AM;2340;19;Mission    ;CEDROS                                  ;M
231909618;05/23/2023 12:00:00 AM;200;19;Mission    ;BEAVER                       ST         ;
231904786;01/21/2023 12:00:00 AM;600;19;Mission    ;14800    RINALDI                      ST;M
231912914;08/17/2023 12:00:00 AM;1805;19;Mission    ;14900    POLK                         ST;
231906990;03/15/2023 12:00:00 AM;1620;19;Mission    ;9600    VARNA                        AV ;
231908159;04/16/2023 12:00:00 AM;800;19;Mission    ;GOLDEN STATE                 FY         ;F
231917376;12/03/2023 12:00:00 AM;810;19;Mission    ;14800    COBALT                       ST;F
231917050;11/26/2023 12:00:00 AM;2230;19;Mission    ;8600    WILLIS                       AV ;F
231912830;08/14/2023 12:00:00 AM;2130;19;Mission    ;13200    MACLAY                       ST;F
231916185;11/04/2023 12:00:00 AM;1700;19;Mission    ;8100    VAN NUYS                     BL ;F
231914698;09/27/2023 12:00:00 AM;1510;19;Mission    ;15500    ROSCOE                       BL;
231906328;02/24/2023 12:00:00 AM;2100;19;Mission    ;13500    KAGEL CANYON                 ST;
231917305;12/01/2023 12:00:00 AM;1300;19;Mission    ;8600    COLUMBUS                     AV ;F
231911085;06/30/2023 12:00:00 AM;200;19;Mission    ;13800    ELDRIDGE                     AV;
231909144;05/11/2023 12:00:00 AM;1630;19;Mission    ;7800    VAN NUYS                     BL ;F
231911653;07/15/2023 12:00:00 AM;1800;19;Mission    ;12800    BORDEN                       AV;
231916341;11/07/2023 12:00:00 AM;1230;19;Mission    ;13600    FOOTHILL                     BL;M
231908393;04/23/2023 12:00:00 AM;2100;19;Mission    ;8100    REDBUSH                      LN ;M
231911251;07/05/2023 12:00:00 AM;2144;19;Mission    ;12400    SAN FERNANDO                 RD;F
231909277;05/16/2023 12:00:00 AM;1350;19;Mission    ;11100 N  SEPULVEDA                    BL;F
231914208;09/16/2023 12:00:00 AM;2130;19;Mission    ;8600    WOODMAN                      AV ;M
231909278;05/16/2023 12:00:00 AM;1;19;Mission    ;13300    GLENOAKS                     BL;M
231910604;06/16/2023 12:00:00 AM;1110;19;Mission    ;DEVONSHIRE                              ;M
231905976;02/15/2023 12:00:00 AM;1057;19;Mission    ;9900    WOODMAN                      AV ;F
231907051;03/16/2023 12:00:00 AM;2230;19;Mission    ;14000    CHASE                        ST;M
231913457;08/30/2023 12:00:00 AM;2009;19;Mission    ;13100    BRACKEN                      ST;F
231910665;06/19/2023 12:00:00 AM;2200;19;Mission    ;8900    CEDROS                       AV ;F
231917469;12/05/2023 12:00:00 AM;1330;19;Mission    ;12800    ARROYO                       ST;F
231912083;07/25/2023 12:00:00 AM;1800;19;Mission    ;14000    FOOTHILL                     BL;M
231908142;04/17/2023 12:00:00 AM;322;19;Mission    ;12600    GLENOAKS                     BL;M
231910357;06/10/2023 12:00:00 AM;230;19;Mission    ;15200    ACRE                         ST;F
231917989;12/15/2023 12:00:00 AM;1000;19;Mission    ;13800    NURMI                        ST;F
231915520;10/19/2023 12:00:00 AM;350;19;Mission    ;14200    AZTEC                        ST;M
231907941;04/11/2023 12:00:00 AM;1255;19;Mission    ;14100    POLK                         ST;F
231901025;12/11/2023 12:00:00 AM;1549;19;Mission    ;15300    LASSEN                       ST;F
231908574;04/28/2023 12:00:00 AM;1930;19;Mission    ;12600    SAN FERNANDO                 RD;M
231909721;05/25/2023 12:00:00 AM;2200;19;Mission    ;12600    SAN FERNANDO                 RD;F
231909034;05/09/2023 12:00:00 AM;847;19;Mission    ;10100 N  SEPULVEDA                    BL;M
231906431;02/27/2023 12:00:00 AM;300;19;Mission    ;15200    PARTHENIA                    ST;F
231916521;11/11/2023 12:00:00 AM;100;19;Mission    ;9400 N  SEPULVEDA                    BL ;
231918366;12/30/2023 12:00:00 AM;625;19;Mission    ;8500    NORWICH                      AV ;
231916193;11/05/2023 12:00:00 AM;450;19;Mission    ;10000    LANGDON                      AV;
231906721;03/08/2023 12:00:00 AM;2040;19;Mission    ;8900    BURNET                       AV ;M
231913448;08/30/2023 12:00:00 AM;400;19;Mission    ;ROSCOE                                  ;M
231911090;06/30/2023 12:00:00 AM;2359;19;Mission    ;8200 N  SEPULVEDA                    BL ;M
231913376;08/27/2023 12:00:00 AM;2330;19;Mission    ;8900    BURNET                       AV ;F
231909775;05/26/2023 12:00:00 AM;1200;19;Mission    ;8400    SPARTON                      AV ;M
231912049;07/25/2023 12:00:00 AM;527;19;Mission    ;14100    FILMORE                      ST;F
231911462;07/10/2023 12:00:00 AM;1520;19;Mission    ;VAN NUYS                                ;F
231911694;07/14/2023 12:00:00 AM;305;19;Mission    ;8800    MURIETTA                     AV ;F
231911310;07/06/2023 12:00:00 AM;1300;19;Mission    ;15100    NURMI                        ST;M
231913961;09/09/2023 12:00:00 AM;1200;19;Mission    ;15300    PARTHENIA                    ST;M
231913194;08/23/2023 12:00:00 AM;600;19;Mission    ;13400    GLADSTONE                    AV;F
231907723;04/05/2023 12:00:00 AM;318;19;Mission    ;8100    VAN NUYS                     BL ;X
231915014;10/07/2023 12:00:00 AM;2110;19;Mission    ;8700    KESTER                       AV ;F
231913585;09/01/2023 12:00:00 AM;1900;19;Mission    ;WILLIS                       AV         ;
231916708;11/16/2023 12:00:00 AM;1300;19;Mission    ;15500    PARTHENIA                    ST;M
231907523;03/29/2023 12:00:00 AM;1530;19;Mission    ;7800    VAN NUYS                     BL ;X
231914991;10/05/2023 12:00:00 AM;1820;19;Mission    ;PARTHENIA                               ;F
231908421;04/24/2023 12:00:00 AM;1230;19;Mission    ;8500    WILLIS                       AV ;F
231912227;07/28/2023 12:00:00 AM;1430;19;Mission    ;8200 N  SEPULVEDA                    BL ;F
231906184;02/21/2023 12:00:00 AM;1201;19;Mission    ;8500    TOBIAS                       AV ;M
231900610;02/26/2023 12:00:00 AM;245;19;Mission    ;LANGDON                                 ;M
231905701;02/08/2023 12:00:00 AM;1200;19;Mission    ;14000    FOOTHILL                     BL;F
231916178;11/04/2023 12:00:00 AM;2200;19;Mission    ;14100    LA RUE                       ST;M
231905936;02/14/2023 12:00:00 AM;1900;19;Mission    ;8800    VAN NUYS                     BL ;M
231911756;07/17/2023 12:00:00 AM;1;19;Mission    ;14200    ROSCOE                       BL;M
231910526;06/14/2023 12:00:00 AM;1900;19;Mission    ;9800    VESPER                       AV ;
231909249;05/15/2023 12:00:00 AM;1400;19;Mission    ;ROSCOE                                  ;M
231906745;03/09/2023 12:00:00 AM;1515;19;Mission    ;8600    VAN NUYS                     BL ;M
231906639;03/05/2023 12:00:00 AM;930;19;Mission    ;8700    TOBIAS                       AV ;F
231909889;05/29/2023 12:00:00 AM;1810;19;Mission    ;12700    GLENOAKS                     BL;M
231906304;02/23/2023 12:00:00 AM;2200;19;Mission    ;8200    TEESDALE                     AV ;
231915117;10/10/2023 12:00:00 AM;1200;19;Mission    ;14500    OSBORNE                      ST;M
231911586;07/13/2023 12:00:00 AM;1830;19;Mission    ;15100    BRAND                        BL;M
231909170;05/13/2023 12:00:00 AM;2230;19;Mission    ;LANARK                       ST         ;
231900748;06/02/2023 12:00:00 AM;1630;19;Mission    ;7800    VAN NUYS                     BL ;X
231917301;11/30/2023 12:00:00 AM;2130;19;Mission    ;16000    YARNELL                      ST;M
231913095;08/16/2023 12:00:00 AM;1700;19;Mission    ;10000    MEMORY PARK                  AV;M
231900830;07/10/2023 12:00:00 AM;2330;19;Mission    ;WOODMAN                                 ;F
231911198;07/03/2023 12:00:00 AM;1950;19;Mission    ;ARLETA                                  ;M
231906513;03/01/2023 12:00:00 AM;1325;19;Mission    ;11500    LAUREL CANYON                BL;
231909601;05/23/2023 12:00:00 AM;1900;19;Mission    ;10200 N  SEPULVEDA                    BL;M
231906511;03/01/2023 12:00:00 AM;1530;19;Mission    ;OSBORNE                                 ;F
231916991;11/22/2023 12:00:00 AM;1650;19;Mission    ;8500    TILDEN                       AV ;M
231905439;02/05/2023 12:00:00 AM;19;19;Mission    ;15500    CHASE                        ST;F
231910822;06/23/2023 12:00:00 AM;1200;19;Mission    ;11100    LAUREL CANYON                BL;M
231913968;09/09/2023 12:00:00 AM;2200;19;Mission    ;12600    GLENOAKS                     BL;M
231906804;03/10/2023 12:00:00 AM;2100;19;Mission    ;14800    FOOTHILL                     BL;
231906160;02/20/2023 12:00:00 AM;2100;19;Mission    ;14600    BRAND                        BL;F
231911976;07/23/2023 12:00:00 AM;1530;19;Mission    ;8400    TOBIAS                       AV ;F
231914902;10/04/2023 12:00:00 AM;1835;19;Mission    ;12800    ARROYO                       ST;F
231917224;11/29/2023 12:00:00 AM;320;19;Mission    ;9000    WOODMAN                      AV ;F
231916165;11/03/2023 12:00:00 AM;1330;19;Mission    ;SEPULVEDA                               ;
231912926;08/17/2023 12:00:00 AM;1900;19;Mission    ;13700    HUBBARD                      ST;F
231913288;08/26/2023 12:00:00 AM;1500;19;Mission    ;13600    WILLARD                      ST;F
231914606;09/25/2023 12:00:00 AM;1115;19;Mission    ;13300    HERRON                       ST;M
231913835;09/07/2023 12:00:00 AM;100;19;Mission    ;13700    SAYRE                        ST;M
231913291;08/25/2023 12:00:00 AM;1810;19;Mission    ;13300    OSBORNE                      ST;F
231911547;07/11/2023 12:00:00 AM;700;19;Mission    ;8700 N  SEPULVEDA                    BL ;M
231916015;10/31/2023 12:00:00 AM;1;19;Mission    ;8900    WILLIS                       AV ;M
231904219;01/05/2023 12:00:00 AM;1135;19;Mission    ;9800    BURNET                       AV ;F
231911819;07/18/2023 12:00:00 AM;1200;19;Mission    ;14400    PLUMMER                      ST;M
241904642;01/18/2024 12:00:00 AM;800;19;Mission    ;9800    BEACHY                       AV ;F
231908429;04/25/2023 12:00:00 AM;1200;19;Mission    ;7700    CHERRYSTONE                  AV ;M
231915947;10/30/2023 12:00:00 AM;15;19;Mission    ;14300    FOOTHILL                     BL;F
231911081;06/29/2023 12:00:00 AM;2300;19;Mission    ;12900    DRONFIELD                    AV;F
231915345;10/15/2023 12:00:00 AM;900;19;Mission    ;FENTON                                  ;
231910332;06/09/2023 12:00:00 AM;1745;19;Mission    ;9000    WOODMAN                      AV ;X
231917797;12/12/2023 12:00:00 AM;250;19;Mission    ;DRELL                        ST         ;M
231909761;05/25/2023 12:00:00 AM;30;19;Mission    ;13200    WINGO                        ST;F
241907559;04/07/2024 12:00:00 AM;1200;19;Mission    ;13400    CRANSTON                     AV;F
231916239;11/06/2023 12:00:00 AM;2100;19;Mission    ;10400    MEMORY PARK                  AV;M
231905158;01/30/2023 12:00:00 AM;1620;19;Mission    ;VAN NUYS                                ;M
231909009;05/09/2023 12:00:00 AM;2100;19;Mission    ;9400 N  SEPULVEDA                    BL ;F
231909484;05/19/2023 12:00:00 AM;1100;19;Mission    ;13800    GRABER                       AV;M
231917769;12/12/2023 12:00:00 AM;1615;19;Mission    ;LEV                                     ;F
